ID,Tên xe,Dòng xe,Hãng,Xuất xứ,Số cửa,Số chỗ ngồi,Động cơ,Tình trạng,Năm sản xuất,Giá,Tỉnh
4623441,Xe Hyundai SantaFe Cao cấp 2.5L HTRAC 2023,SUV,Hyundai,Lắp ráp trong nước,5,7,Xăng,Xe mới,2023,1195000000,Hà Nội
4623470,Xe Hyundai Accent 1.4 AT 2023,Sedan,Hyundai,Lắp ráp trong nước,4,5,Xăng,Xe mới,2023,468000000,Hà Nội
4623484,Xe Hyundai Accent 1.4 AT Đặc Biệt 2023,Sedan,Hyundai,Lắp ráp trong nước,4,5,Xăng,Xe mới,2023,535000000,Hà Nội
4623514,Xe Ford Ranger XLS 2.0L 4x4 AT 2023,Bán tải / Pickup,Ford,Lắp ráp trong nước,4,5,Dầu,Xe mới,2023,720000000,Hà Nội
4623550,Xe Ford Ranger Wildtrak 2.0L 4x4 AT 2023,Bán tải / Pickup,Ford,Lắp ráp trong nước,4,5,Dầu,Xe mới,2023,910000000,Hà Nội
4623602,Xe Ford Everest Titanium 2.0L 4x2 AT 2023,SUV,Ford,Nhập khẩu,5,7,Dầu,Xe mới,2023,1245000000,Hà Nội
4623607,Xe Ford Everest Titanium 2.0L 4x2 AT 2023,SUV,Ford,Nhập khẩu,5,7,Dầu,Xe mới,2023,1245000000,Hà Nội
4623615,Xe Ford Everest Titanium 2.0L 4x2 AT 2023,SUV,Ford,Nhập khẩu,5,7,Dầu,Xe mới,2023,1245000000,Hà Nội
4623617,Xe Toyota Alphard Executive Lounge 2019,Van/Minivan,Toyota,Nhập khẩu,5,7,Xăng,Xe đã dùng,2019,4200000000,Hà Nội
4623646,Xe Mercedes Benz Maybach GLS 480 4Matic 2022,SUV,Mercedes Benz,Nhập khẩu,5,4,Xăng,Xe đã dùng,2022,10600000000,Hà Nội
4623705,Xe Hyundai SantaFe 2.2L 2020,SUV,Hyundai,Lắp ráp trong nước,5,7,Dầu,Xe đã dùng,2020,920000000,Hải Phòng
4623733,Xe Chevrolet Spark Lite Van 0.8 MT 2015,Van/Minivan,Chevrolet,Lắp ráp trong nước,5,2,Xăng,Xe đã dùng,2015,129000000,Tiền Giang
4623917,Xe Lexus RX 350 2020,SUV,Lexus,Nhập khẩu,5,5,Xăng,Xe đã dùng,2020,3650000000,Hà Nội
4623939,Xe Lexus LX 570 Super Sport 2019,SUV,Lexus,Nhập khẩu,5,7,Xăng,Xe đã dùng,2019,8998000000,Hà Nội
4623947,Xe Porsche Cayenne 3.0 V6 2020,SUV,Porsche,Nhập khẩu,5,5,Xăng,Xe đã dùng,2020,5686000000,Hà Nội
4623995,Xe Mercedes Benz GLC 200 2022,SUV,Mercedes Benz,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2022,1769000000,Hà Nội
4624108,Xe Mazda cx3 Luxury 1.5 AT 2023,Crossover,Mazda,Nhập khẩu,5,5,Xăng,Xe mới,2023,615000000,Hà Nội
4624142,Xe Kia K3 Luxury 1.6 AT 2022,Sedan,Kia,Lắp ráp trong nước,4,5,Xăng,Xe mới,2022,644000000,Hà Nội
4624175,Xe Mazda CX 30 Luxury 2.0 AT 2023,Crossover,Mazda,Nhập khẩu,5,5,Xăng,Xe mới,2023,741000000,Hà Nội
4624186,Xe Toyota Prado TXL 4.0 V6 2010,SUV,Toyota,Nhập khẩu,5,7,Xăng,Xe đã dùng,2010,1190000000,Hà Nội
4624266,Xe Mitsubishi Jolie SS 2005,SUV,Mitsubishi,Lắp ráp trong nước,5,8,Xăng,Xe đã dùng,2005,138000000,Lâm Đồng
4624267,Xe Mazda CX8 Luxury 2023,SUV,Mazda,Lắp ráp trong nước,5,7,Xăng,Xe mới,2023,989000000,Hà Nội
4624292,Xe Mitsubishi Attrage 1.2 CVT 2022,Sedan,Mitsubishi,Nhập khẩu,4,5,Xăng,Xe mới,2022,410000000,Hà Nội
4624329,Xe Mazda CX8 Premium 2023,SUV,Mazda,Lắp ráp trong nước,5,7,Xăng,Xe mới,2023,1079000000,Hà Nội
4624698,Xe Mazda 3 S 2.0 AT 2009,Sedan,Mazda,Nhập khẩu,4,5,Xăng,Xe đã dùng,2009,268000000,Hà Nội
4624892,Xe Bentley Flying Spur First Edition V8 2021,Sedan,Bentley,Nhập khẩu,4,5,Xăng,Xe đã dùng,2021,19800000000,Hà Nội
4624896,Xe Mercedes Benz GLS 450 4Matic 2021,SUV,Mercedes Benz,Nhập khẩu,5,7,Xăng,Xe đã dùng,2021,5999000000,Hà Nội
4625013,Xe Lexus RX 350 2008,SUV,Lexus,Nhập khẩu,5,5,Xăng,Xe đã dùng,2008,745000000,TP HCM
4625040,Xe Ssangyong Korando TX-5 4x2 AT 2005,Van/Minivan,Ssangyong,Nhập khẩu,5,2,Dầu,Xe đã dùng,2005,176000000,Hà Nội
4625138,Xe Lexus RX 450h 2015,SUV,Lexus,Nhập khẩu,5,5,Hybrid,Xe đã dùng,2015,2220000000,TP HCM
4625145,Xe LandRover Range Rover Autobiography LWB 5.0 2018,SUV,LandRover,Nhập khẩu,5,4,Xăng,Xe đã dùng,2018,8600000000,Hà Nội
4625203,Xe Mercedes Benz E class E280 2007,Sedan,Mercedes Benz,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2007,245000000,Hà Nội
4625204,Xe Audi Q5 2.0 AT 2010,SUV,Audi,Nhập khẩu,5,5,Xăng,Xe đã dùng,2010,599000000,Hà Nội
4625490,Xe Mercedes Benz G class G63 AMG 2021,SUV,Mercedes Benz,Nhập khẩu,5,5,Xăng,Xe đã dùng,2021,11500000000,Hà Nội
4625504,Xe Audi Q7 3.0 AT 2016,SUV,Audi,Nhập khẩu,5,7,Xăng,Xe đã dùng,2016,2180000000,Hà Nội
4625663,Xe Ford Explorer Limited 2.3L EcoBoost 2019,SUV,Ford,Nhập khẩu,5,7,Xăng,Xe đã dùng,2019,1465000000,Hà Nội
4625904,Xe Ford Ranger XLS 2.2L 4x2 AT 2017,Bán tải / Pickup,Ford,Nhập khẩu,4,5,Dầu,Xe đã dùng,2017,575000000,Phú Thọ
4626087,Xe Chevrolet Colorado LTZ 2.5L 4x4 AT 2019,Bán tải / Pickup,Chevrolet,Nhập khẩu,4,5,Dầu,Xe đã dùng,2019,695000000,TP HCM
4626136,Xe Kia Forte SLi 1.6 AT 2009,Sedan,Kia,Nhập khẩu,5,5,Xăng,Xe đã dùng,2009,300000000,Hà Nội
4626888,Xe LandRover Range Rover Autobiography 4.4 SDV8 2015,SUV,LandRover,Nhập khẩu,5,5,Dầu,Xe đã dùng,2015,3350000000,TP HCM
4626924,Xe Ford Ranger Wildtrak 2.2L 4x2 AT 2013,Bán tải / Pickup,Ford,Nhập khẩu,4,5,Dầu,Xe đã dùng,2013,455000000,Thái Nguyên
4626992,Xe Mercedes Benz S class S450L Luxury 2020,Sedan,Mercedes Benz,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2020,3750000000,TP HCM
4627126,Xe Mazda CX5 2.0 Luxury 2020,SUV,Mazda,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2020,735000000,Thái Nguyên
4627136,Xe Ford Ranger XLS 2.2L 4x2 AT 2017,Bán tải / Pickup,Ford,Nhập khẩu,4,5,Dầu,Xe đã dùng,2017,548000000,Hà Nội
4627327,Xe Kia Carens SXAT 2013,Crossover,Kia,Lắp ráp trong nước,5,7,Xăng,Xe đã dùng,2013,335000000,Hà Nội
4627640,Xe Toyota Innova 2.0G 2017,Crossover,Toyota,Lắp ráp trong nước,5,8,Xăng,Xe đã dùng,2017,570000000,Hà Nội
4627771,Xe BMW i8 1.5L Hybrid 2015,Coupe,BMW,Nhập khẩu,2,4,Hybrid,Xe đã dùng,2015,3800000000,Hà Nội
4627818,Xe Toyota Land Cruiser VX.R 4.6 V8 2016,SUV,Toyota,Nhập khẩu,5,8,Xăng,Xe đã dùng,2016,4099000000,Hà Nội
4627839,Xe Audi A8 L 60 TFSI Quattro 2020,Sedan,Audi,Nhập khẩu,4,5,Xăng,Xe đã dùng,2020,6000000000,TP HCM
4628060,Xe BMW 3 Series 320i GT 2013,Sedan,BMW,Nhập khẩu,4,5,Xăng,Xe đã dùng,2013,690000000,TP HCM
4628075,Xe Mercedes Benz GLC 250 4Matic 2019,SUV,Mercedes Benz,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2019,1395000000,Hà Nội
4628116,Xe Kia Sportage Signature 2.0D 2022,Crossover,Kia,Lắp ráp trong nước,4,5,Dầu,Xe mới,2022,1054000000,TP HCM
4628152,Xe Bentley Bentayga 4.0 V8 2021,SUV,Bentley,Nhập khẩu,5,5,Xăng,Xe đã dùng,2021,16800000000,Hà Nội
4628173,Xe Toyota Vios 1.5E 2017,Sedan,Toyota,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2017,350000000,Hải Dương
4628304,Xe Lexus GX 460 2011,SUV,Lexus,Nhập khẩu,5,7,Xăng,Xe đã dùng,2011,1980000000,Hà Nội
4628326,Xe Ford F150 Raptor 2019,Bán tải / Pickup,Ford,Nhập khẩu,4,5,Xăng,Xe đã dùng,2019,4200000000,Hà Nội
4628386,Xe Daewoo Lacetti EX 2010,Sedan,Daewoo,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2010,135000000,Gia Lai
4628392,Xe Mercedes Benz E class E200 2018,Sedan,Mercedes Benz,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2018,1399000000,Hà Nội
4628424,Xe BMW 5 Series 520i 2013,Sedan,BMW,Nhập khẩu,4,5,Xăng,Xe đã dùng,2013,636000000,Hà Nội
4628449,Xe VinFast VF8 Eco 2022,SUV,VinFast,Lắp ráp trong nước,5,5,Điện,Xe mới,2022,968000000,Hà Nội
4628728,Xe Mazda 3 1.5 AT 2018,Sedan,Mazda,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2018,575000000,Hà Nội
4628732,Xe Mitsubishi Triton 4x4 AT Mivec 2018,Bán tải / Pickup,Mitsubishi,Nhập khẩu,4,5,Dầu,Xe đã dùng,2018,685000000,Hà Nội
4628791,Xe Hyundai SantaFe Cao cấp 2.2L HTRAC 2023,SUV,Hyundai,Lắp ráp trong nước,5,7,Dầu,Xe mới,2023,1280000000,Hà Nội
4628984,Xe Ford F150 Raptor 2019,Bán tải / Pickup,Ford,Nhập khẩu,4,5,Xăng,Xe đã dùng,2019,4150000000,Hà Nội
4629069,Xe Ford Ranger XLS 2.2L 4x2 AT 2017,Bán tải / Pickup,Ford,Nhập khẩu,4,5,Dầu,Xe đã dùng,2017,529000000,Hà Nội
4629085,Xe Ford Ranger XLS 2.2L 4x2 AT 2017,Bán tải / Pickup,Ford,Nhập khẩu,4,5,Dầu,Xe đã dùng,2017,529000000,Hà Nội
4629125,Xe Hyundai SantaFe 2.0L 2011,SUV,Hyundai,Nhập khẩu,5,7,Dầu,Xe đã dùng,2011,555000000,Lâm Đồng
4629128,Xe Hyundai SantaFe Cao cấp 2.2L HTRAC 2023,SUV,Hyundai,Lắp ráp trong nước,5,7,Dầu,Xe mới,2023,1230000000,TP HCM
4629173,Xe Mercedes Benz E class E400 2014,Sedan,Mercedes Benz,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2014,1010000000,Hà Nội
4629323,Xe Lexus RX 350 AWD 2010,SUV,Lexus,Nhập khẩu,5,5,Xăng,Xe đã dùng,2010,1120000000,Hà Nội
4629833,Xe Mercedes Benz GLC 250 4Matic 2016,SUV,Mercedes Benz,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2016,1289000000,Hà Nội
4629891,Xe Mercedes Benz Maybach S450 4Matic 2017,Sedan,Mercedes Benz,Nhập khẩu,4,5,Xăng,Xe đã dùng,2017,5299000000,Hà Nội
4630074,Xe Ford Ranger XLS 2.2L 4x2 AT 2016,Bán tải / Pickup,Ford,Nhập khẩu,4,5,Dầu,Xe đã dùng,2016,520000000,Phú Thọ
4630076,Xe Kia Carens S SX 2.0 AT 2014,Crossover,Kia,Lắp ráp trong nước,5,7,Xăng,Xe đã dùng,2014,365000000,Hà Nội
4630120,Xe BMW 5 Series 523i 2009,Sedan,BMW,Nhập khẩu,4,5,Xăng,Xe đã dùng,2009,455000000,Hà Nội
4630132,Xe Lexus RX 200t 2016,SUV,Lexus,Nhập khẩu,5,5,Xăng,Xe đã dùng,2016,2169000000,Hà Nội
4630154,Xe Lexus RX 350 AWD 2010,SUV,Lexus,Nhập khẩu,5,5,Xăng,Xe đã dùng,2010,1070000000,Hà Nội
4630191,Xe Lexus LX 570 2008,SUV,Lexus,Nhập khẩu,5,7,Xăng,Xe đã dùng,2008,2199000000,Hà Nội
4630311,Xe Toyota Fortuner 2.4G 4x2 AT 2019,SUV,Toyota,Lắp ráp trong nước,5,8,Dầu,Xe đã dùng,2019,980000000,Hà Nội
4630367,Xe Mazda 6 2.0L Premium 2017,Sedan,Mazda,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2017,649000000,Bình Dương
4630454,Xe Toyota Land Cruiser GX 4.5 2004,SUV,Toyota,Lắp ráp trong nước,5,8,Xăng,Xe đã dùng,2004,488000000,Phú Thọ
4630543,Xe Hyundai Elantra 1.6 MT 2019,Sedan,Hyundai,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2019,450000000,Hải Dương
4630558,Xe Kia Soluto 1.4 AT Deluxe 2021,Sedan,Kia,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2021,419000000,Hải Dương
4630642,Xe Audi Q7 3.0 AT 2014,SUV,Audi,Nhập khẩu,5,7,Xăng,Xe đã dùng,2014,1350000000,TP HCM
4630644,Xe Rolls Royce Ghost EWB 6.6 V12 2010,Sedan,Rolls Royce,Nhập khẩu,4,4,Xăng,Xe đã dùng,2010,8550000000,Hà Nội
4630660,Xe Ford Territory Titanium X 1.5 AT 2023,SUV,Ford,Lắp ráp trong nước,5,5,Xăng,Xe mới,2023,905000000,Hà Nội
4630673,Xe Ford Territory Titanium 1.5 AT 2023,SUV,Ford,Lắp ráp trong nước,5,5,Xăng,Xe mới,2023,860000000,Hà Nội
4630682,Xe Ford Territory Titanium X 1.5 AT 2023,SUV,Ford,Lắp ráp trong nước,5,5,Xăng,Xe mới,2023,860000000,Hà Nội
4630685,Xe Ford Territory Titanium 1.5 AT 2023,SUV,Ford,Lắp ráp trong nước,5,5,Xăng,Xe mới,2023,860000000,Hà Nội
4630697,Xe Mazda 3 1.5 AT 2017,Sedan,Mazda,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2017,520000000,Hà Nội
4630735,Xe Lexus LS 460L 2008,Sedan,Lexus,Nhập khẩu,4,5,Xăng,Xe đã dùng,2008,820000000,Hà Nội
4630752,Xe Toyota Vios G 1.5 CVT 2023,Sedan,Toyota,Lắp ráp trong nước,4,5,Xăng,Xe mới,2023,552000000,Hà Nội
4630790,Xe Toyota Camry 2.5Q 2023,Sedan,Toyota,Nhập khẩu,4,5,Xăng,Xe mới,2023,1385000000,Hà Nội
4630832,Xe Hyundai SantaFe MLX 2.0L 2009,SUV,Hyundai,Nhập khẩu,5,7,Dầu,Xe đã dùng,2009,440000000,Hà Nội
4630835,Xe Nissan X trail V Series 2.5 SV Premium 4WD 2019,SUV,Nissan,Lắp ráp trong nước,5,7,Xăng,Xe đã dùng,2019,750000000,Hà Nội
4630871,Xe Toyota Veloz Cross Top 1.5 CVT 2023,SUV,Toyota,Lắp ráp trong nước,5,7,Xăng,Xe mới,2023,668000000,Hà Nội
4630900,Xe Toyota Corolla Cross 1.8V 2022,SUV,Toyota,Nhập khẩu,5,5,Xăng,Xe mới,2022,815000000,Hà Nội
4631233,Xe Mazda 2 1.5 AT 2022,Sedan,Mazda,Nhập khẩu,4,5,Xăng,Xe mới,2022,426000000,TP HCM
4631263,Xe Chevrolet Colorado High Country 2.5L 4x4 AT 2018,Bán tải / Pickup,Chevrolet,Nhập khẩu,4,5,Dầu,Xe đã dùng,2018,515000000,Lâm Đồng
4631429,Xe Kia Sorento DATH 2015,SUV,Kia,Lắp ráp trong nước,5,7,Dầu,Xe đã dùng,2015,630000000,Hà Nội
4631587,Xe Ford Territory Titanium X 1.5 AT 2023,SUV,Ford,Lắp ráp trong nước,5,5,Xăng,Xe mới,2023,890000000,Hà Nội
4631628,Xe Mitsubishi Attrage 1.2 MT 2023,Sedan,Mitsubishi,Nhập khẩu,4,5,Xăng,Xe mới,2023,380000000,Cần Thơ
4631674,Xe Ford Explorer Limited 2.3L EcoBoost 2023,SUV,Ford,Nhập khẩu,5,7,Xăng,Xe mới,2023,2349000000,Hà Nội
4631679,Xe Ford Territory Titanium 1.5 AT 2023,SUV,Ford,Lắp ráp trong nước,5,5,Xăng,Xe mới,2023,859000000,TP HCM
4631751,Xe Ford Ranger Wildtrak 3.2L 4x4 AT 2016,Bán tải / Pickup,Ford,Nhập khẩu,4,5,Dầu,Xe đã dùng,2016,689000000,Hà Nội
4631759,Xe LandRover Range Rover Evoque Dynamic 2013,SUV,LandRover,Nhập khẩu,5,5,Xăng,Xe đã dùng,2013,1100000000,Đà Nẵng
4631776,Xe Lexus RX 300 2018,SUV,Lexus,Nhập khẩu,5,5,Xăng,Xe đã dùng,2018,2700000000,Hà Nội
4631858,Xe Honda City RS 1.5 AT 2023,Sedan,Honda,Lắp ráp trong nước,4,5,Xăng,Xe mới,2023,539000000,TP HCM
4631907,Xe Toyota Fortuner 2.4L 4x2 AT 2023,SUV,Toyota,Lắp ráp trong nước,5,7,Dầu,Xe mới,2023,1018000000,Hà Nội
4632063,Xe Toyota Fortuner 2.7L 4x4 AT 2023,SUV,Toyota,Nhập khẩu,5,7,Xăng,Xe mới,2023,1289000000,Hà Nội
4632102,Xe Mazda BT50 3.2L 4x4 AT 2014,Bán tải / Pickup,Mazda,Nhập khẩu,4,5,Dầu,Xe đã dùng,2014,425000000,Hà Nội
4632216,Xe Toyota Corolla altis 1.8V 2023,Sedan,Toyota,Nhập khẩu,4,5,Xăng,Xe mới,2023,730000000,Hà Nội
4632239,Xe VinFast VF8 Plus 2022,SUV,VinFast,Lắp ráp trong nước,5,5,Điện,Xe mới,2022,1184000000,Hà Nội
4632256,Xe Toyota Raize G 1.0 CVT 2023,SUV,Toyota,Nhập khẩu,5,5,Xăng,Xe mới,2023,552000000,Hà Nội
4632257,Xe Maserati Levante 3.0 V6 2018,SUV,Maserati,Nhập khẩu,5,5,Xăng,Xe đã dùng,2018,3979000000,Hà Nội
4632355,Xe Mercedes Benz C class C300 AMG 2015,Sedan,Mercedes Benz,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2015,1039000000,Hà Nội
4632368,Xe Ford Territory Titanium X 1.5 AT 2023,SUV,Ford,Lắp ráp trong nước,5,5,Xăng,Xe mới,2023,919000000,Bình Định
4632382,Xe VinFast VF8 Eco 2022,SUV,VinFast,Lắp ráp trong nước,5,5,Điện,Xe mới,2022,968000000,Hà Nội
4632383,Xe Hyundai Creta Tiêu chuẩn 1.5 AT 2022,Crossover,Hyundai,Nhập khẩu,5,5,Xăng,Xe mới,2022,582000000,Hà Nội
4632399,Xe Hyundai Creta Tiêu chuẩn 1.5 AT 2022,Crossover,Hyundai,Nhập khẩu,5,5,Xăng,Xe mới,2022,582000000,Hà Nội
4632411,Xe Hyundai Creta Tiêu chuẩn 1.5 AT 2022,Crossover,Hyundai,Nhập khẩu,5,5,Xăng,Xe mới,2022,582000000,Hà Nội
4632414,Xe Hyundai Creta Đặc biệt 1.5 AT 2022,Crossover,Hyundai,Nhập khẩu,5,5,Xăng,Xe mới,2022,630000000,Hà Nội
4632419,Xe Hyundai Creta Đặc biệt 1.5 AT 2022,Crossover,Hyundai,Nhập khẩu,5,5,Xăng,Xe mới,2022,630000000,Hà Nội
4632449,Xe Hyundai Creta Cao cấp 1.5 AT 2022,Crossover,Hyundai,Nhập khẩu,5,5,Xăng,Xe mới,2022,700000000,Hà Nội
4632453,Xe Hyundai Creta Cao cấp 1.5 AT 2022,Crossover,Hyundai,Nhập khẩu,5,5,Xăng,Xe mới,2022,700000000,Hà Nội
4632487,Xe VinFast VF8 Plus 2022,SUV,VinFast,Lắp ráp trong nước,5,5,Điện,Xe mới,2022,1184000000,Hà Nội
4632499,Xe Chevrolet Colorado High Country 2.8L 4x4 AT 2017,Bán tải / Pickup,Chevrolet,Nhập khẩu,4,5,Dầu,Xe đã dùng,2017,620000000,Hà Nội
4632527,Xe Hyundai SantaFe 2.2L HTRAC 2019,SUV,Hyundai,Lắp ráp trong nước,5,7,Dầu,Xe đã dùng,2019,950000000,Hà Nội
4632552,Xe Peugeot 5008 Allure 1.6 AT 2020,SUV,Peugeot,Lắp ráp trong nước,5,7,Xăng,Xe đã dùng,2020,915000000,TP HCM
4632598,Xe Kia Seltos Luxury 1.4 AT 2022,Crossover,Kia,Lắp ráp trong nước,5,5,Xăng,Xe mới,2022,679000000,Hà Nội
4632608,Xe Audi Q5 2.0 AT 2016,SUV,Audi,Nhập khẩu,5,5,Xăng,Xe đã dùng,2016,990000000,Hà Nội
4632639,Xe Renault Latitude 2.5 AT 2015,Sedan,Renault,Nhập khẩu,4,5,Xăng,Xe đã dùng,2015,435000000,Hà Nội
4632668,Xe Hyundai i10 1.2 AT 2023,Hatchback,Hyundai,Lắp ráp trong nước,5,5,Xăng,Xe mới,2023,406000000,Hà Nội
4632703,Xe Renault Sandero Stepway 1.6 AT 2016,Crossover,Renault,Nhập khẩu,5,5,Xăng,Xe đã dùng,2016,339000000,Hà Nội
4632725,Xe Ford Transit 2.4L 2013,Van/Minivan,Ford,Lắp ráp trong nước,4,16,Dầu,Xe đã dùng,2013,350000000,Đồng Nai
4632760,Xe Hyundai Creta 1.6 AT GAS 2015,Crossover,Hyundai,Nhập khẩu,4,5,Xăng,Xe đã dùng,2015,540000000,Hải Phòng
4632828,Xe Mazda CX5 Premium 2.0 AT 2021,SUV,Mazda,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2021,920000000,Hà Nội
4633393,Xe Mercedes Benz S class S450L 2018,Sedan,Mercedes Benz,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2018,2850000000,Hà Nội
4633453,Xe Toyota Corolla altis 1.8V 2022,Sedan,Toyota,Nhập khẩu,4,5,Xăng,Xe mới,2022,705000000,TP HCM
4633472,Xe Mercedes Benz GLC 250 4Matic 2018,SUV,Mercedes Benz,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2018,1380000000,TP HCM
4633511,Xe Hyundai SantaFe Premium 2.2L HTRAC 2020,SUV,Hyundai,Lắp ráp trong nước,5,7,Dầu,Xe đã dùng,2020,1139000000,TP HCM
4633529,Xe Toyota Corolla Cross 1.8HV 2022,SUV,Toyota,Nhập khẩu,5,5,Hybrid,Xe mới,2022,925000000,Hà Nội
4633639,Xe BMW 3 Series 320i GT 2014,Sedan,BMW,Nhập khẩu,4,5,Xăng,Xe đã dùng,2014,599000000,Hà Nội
4633698,Xe Chevrolet Cruze LTZ 1.8 AT 2015,Sedan,Chevrolet,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2015,345000000,Hà Nội
4633825,Xe Toyota Camry 2.4G 2007,Sedan,Toyota,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2007,365000000,Hà Nội
4633852,Xe Ford Ranger XLS 2.2L 4x2 AT 2014,Bán tải / Pickup,Ford,Nhập khẩu,4,5,Dầu,Xe đã dùng,2014,399000000,Hà Nội
4633869,Xe Hyundai SantaFe 2.2L 2014,SUV,Hyundai,Nhập khẩu,5,7,Dầu,Xe đã dùng,2014,670000000,Hà Nội
4634197,Xe Porsche Cayenne 3.6 V6 2016,SUV,Porsche,Nhập khẩu,5,5,Xăng,Xe đã dùng,2016,2999000000,Hà Nội
4634218,Xe Lexus LX 570 Super Sport MBS 2021,SUV,Lexus,Nhập khẩu,5,4,Xăng,Xe đã dùng,2021,9850000000,Hà Nội
4634230,Xe Lexus LX 570 Super Sport 2018,SUV,Lexus,Nhập khẩu,5,7,Xăng,Xe đã dùng,2018,8600000000,Hà Nội
4634275,Xe Audi Q8 55 TFSI S-Line Quattro 2023,SUV,Audi,Nhập khẩu,5,5,Xăng,Xe mới,2023,4750000000,Hà Nội
4634320,Xe Ford Ranger Wildtrak 3.2L 4x4 AT 2017,Bán tải / Pickup,Ford,Nhập khẩu,4,5,Dầu,Xe đã dùng,2017,710000000,Hà Nội
4634356,Xe Mercedes Benz E class E200 2014,Sedan,Mercedes Benz,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2014,720000000,Hải Phòng
4634357,Xe BMW 3 Series 320i 2014,Sedan,BMW,Nhập khẩu,4,5,Xăng,Xe đã dùng,2014,778000000,Hải Phòng
4634368,Xe Toyota Vios 1.5G 2017,Sedan,Toyota,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2017,458000000,Hà Nội
4634374,Xe Audi Q7 45 TFSI Quattro 2023,SUV,Audi,Nhập khẩu,5,7,Xăng,Xe mới,2023,4020000000,Hà Nội
4634424,Xe Ford Transit Tiêu chuẩn 2022,Van/Minivan,Ford,Lắp ráp trong nước,4,16,Dầu,Xe mới,2022,810000000,TP HCM
4634453,Xe Audi Q5 45 TFSI Quattro 2023,SUV,Audi,Nhập khẩu,5,5,Xăng,Xe mới,2023,2470000000,Hà Nội
4634461,Xe Toyota Fortuner 2.4G 4x2 AT 2020,SUV,Toyota,Lắp ráp trong nước,5,7,Dầu,Xe đã dùng,2020,965000000,Bình Dương
4634477,Xe Ford Ranger XLS 2.0L 4x2 MT 2023,Bán tải / Pickup,Ford,Lắp ráp trong nước,4,5,Dầu,Xe mới,2023,629000000,Lâm Đồng
4634500,Xe Ford Ranger XLS 2.0L 4x4 AT 2023,Bán tải / Pickup,Ford,Lắp ráp trong nước,4,5,Dầu,Xe mới,2023,726000000,Lâm Đồng
4634506,Xe Ford Everest Titanium 2.0L 4x2 AT 2023,SUV,Ford,Nhập khẩu,5,7,Dầu,Xe mới,2023,1399000000,Lâm Đồng
4634512,Xe Toyota Highlander LE 2.7 2014,SUV,Toyota,Nhập khẩu,5,7,Xăng,Xe đã dùng,2014,1100000000,TP HCM
4634533,Xe Toyota Corolla altis 1.8G MT 2004,Sedan,Toyota,Lắp ráp trong nước,4,5,Xăng,Xe đã dùng,2004,225000000,Cần Thơ
4634591,Xe Ford Explorer Limited 2.3L EcoBoost 2017,SUV,Ford,Nhập khẩu,5,7,Xăng,Xe đã dùng,2017,1299000000,Hà Nội
4634734,Xe Porsche Cayenne 3.0 V6 2019,SUV,Porsche,Nhập khẩu,5,5,Xăng,Xe đã dùng,2019,4995000000,Hà Nội
4634827,Xe Mitsubishi Pajero 3.5 2001,SUV,Mitsubishi,Nhập khẩu,5,9,Dầu,Xe đã dùng,2001,365000000,Hà Nội
4634922,Xe Nissan Murano SL 3.5 AWD 2012,Crossover,Nissan,Nhập khẩu,5,5,Xăng,Xe đã dùng,2012,650000000,Hà Nội
4634948,Xe Audi A8 L 55 TFSI Quattro 2023,Sedan,Audi,Nhập khẩu,4,5,Xăng,Xe mới,2023,5850000000,Hà Nội
4634957,Xe Mitsubishi Pajero Sport 2.4D 4x2 AT 2021,SUV,Mitsubishi,Nhập khẩu,5,7,Dầu,Xe đã dùng,2021,995000000,Hà Nội
4634992,Xe Toyota Yaris G 1.5 AT 2023,Hatchback,Toyota,Nhập khẩu,5,5,Xăng,Xe mới,2023,684000000,Hà Nội
4635152,Xe Kia Seltos Premium 1.4 AT 2021,Crossover,Kia,Lắp ráp trong nước,5,5,Xăng,Xe đã dùng,2021,718000000,Hà Nội
4635194,Xe Ford Everest 2.5L 4x2 MT 2013,SUV,Ford,Lắp ráp trong nước,5,8,Dầu,Xe đã dùng,2013,420000000,Lâm Đồng
